Run 1 Latency M[256],Run 2 Latency M[6400],Run 3 Latency M[12800],Run 4 Latency M[25600],Run 5 Latency M[51200],Run 6 Latency M[76800],Run 7 Latency M[102400],Run 8 Latency M[128000],Run 9 Latency M[153600],Run 10 Latency M[179200],Run 11 Latency M[204800],
142231,8667273,17327077,34633001,69337121,104040679,143107500,177576897,212393039,247208034,281790848,
144386,8661371,21702098,39036281,69368893,108402468,143144571,173256227,212385209,247125435,281899163,
143668,8686529,17365628,34632309,73744110,104030547,138689044,177619053,212468038,247077648,286178359,
143265,8662791,17320696,34630098,69346387,108388199,143083842,177645792,208075243,247114481,281942023,
143876,8664852,17359017,34655573,69368539,104052324,138685774,173178135,212391612,247120859,281840709,
143781,8655033,17326791,34624277,69380891,104000422,143081477,177546467,212407294,247137482,281881332,
142471,8657634,17332595,34631078,73778955,108438364,138711835,177586603,212424110,247119277,281880899,
143414,8661244,17324065,34650958,69394046,104088384,143063207,173220293,212450927,247083517,281890886,
142282,8662375,17329261,34660642,69329225,108388778,138720113,177663273,208069426,247083489,281866502,
143035,8662679,17353845,38996075,73768075,104049464,143131289,173201253,212425961,247090695,281904985,
143053,8659412,17329304,34663598,69328974,108410726,138756791,177638856,212407305,247128985,281976667,
3820711,8661527,17348116,34664827,69375366,104039118,143076968,177574939,212420893,247174982,281868794,
142453,8661571,17328346,34618355,69358088,103999053,138706056,173161265,212448311,247138756,286289251,
143147,8662754,17326330,34616924,73710968,108396276,143076562,177549849,208058370,247088070,281837174,
143699,8660241,17330338,34660853,69378491,104045278,143096147,177572061,212428248,247196693,281933349,
143124,8656300,21719028,34655561,69347222,108446067,138719875,173240711,212487859,247181674,281866473,
142537,13056442,17333707,34627559,69374949,104079371,143076905,177605872,212412700,247094531,281904418,
143201,8665470,17359066,38998438,73739082,104021944,138706047,173218899,212438345,247067286,281870414,
143276,8657682,17331235,34664923,69372456,108432457,143117389,177599061,208088328,242699947,281948560,
143992,8653333,17327918,34627041,69417542,104001407,138765134,177556029,212456296,247159815,281839480,
143485,8663352,17330400,34670450,73737256,108418801,143091350,173214688,212432956,247163340,281876327,
143649,8661021,17326473,34644733,69372478,104041514,138713614,177589110,212483548,247111068,286255219,
144184,8658316,17367739,34618628,69354976,104013353,143061808,177547997,212396543,247073451,281794243,
142969,8661648,17328437,34628362,69369558,108415728,138697768,173249112,212425920,247095038,281900964,
143192,8659746,17334025,34647667,73737152,104029982,143105676,177577975,208074697,247117212,281808950,
143384,8659955,17322192,39000619,69368819,108433886,138729990,173244368,212389327,247180350,281874666,
142792,8656432,17332116,34622633,69337930,104060676,143075222,177542261,212433306,247126350,281785141,
143501,8656805,17326427,34657440,69369654,104094805,143137637,177548658,212458951,247107604,281881279,
143013,8652779,17332447,34652153,73715039,108433958,138730066,173176338,212481310,247102892,281819388,
143066,8659015,17353055,34632433,69370557,104012473,143091042,177674717,208027601,247145450,281825598,
143064,8696774,21702653,34682908,69357727,108445556,138721840,177594365,212418878,247122032,281800909,
143871,8656669,17326996,34631721,69348357,104032988,143119839,173295449,212434672,247094452,281899722,
142812,8658871,17328394,34627359,73739725,104045419,138778488,177553246,212416583,247113269,286239642,
144325,8659722,17320584,38993413,69332648,108422254,143108944,173198585,212483319,247117930,281871396,
143458,8662927,17324820,34660114,69358351,104041637,138756795,177598065,212477764,247142777,281953852,
3825323,8652740,17328084,34644903,73736300,108399634,143065082,177556581,208045028,247188509,281896132,
169144,8661412,17363373,34633251,69387980,104072662,138735779,173236649,212424717,242728231,281922921,
143820,8662822,17327993,34650312,69378290,104034813,143048420,177599576,212392017,247145842,281819828,
142580,8654707,17330522,34620569,69396519,108441059,143062317,177621428,212443053,247063000,281842959,
142825,8664640,17328330,34630871,73749834,104044846,138735304,173246576,212502797,247195485,281896849,
143587,8658958,17326412,34632497,69380485,108417856,143103909,177552060,208117480,247127783,281993830,
143199,8662020,17325284,39028896,69354909,104040101,138755154,177570959,212450365,247109413,281928124,
143010,8656997,17363966,34629833,69371983,108389852,143090557,173166528,212407335,247147634,286240633,
143288,8699360,17321253,34667231,73746748,103992463,138732777,177640651,212433392,247161991,281850192,
143335,8660985,17330796,34645811,69336213,104013268,143096693,173250792,212439341,247132151,281935008,
143184,8659215,17324692,34639299,69362982,108396213,138761660,177541662,208092402,247107674,281880686,
142826,8656013,21698726,34630756,73709375,104048749,143083463,177634530,212468858,247133722,281868659,
142523,8655052,17326338,34666291,69384878,108412466,138690726,173244756,212401590,247119962,281870935,
142929,13034527,17329658,34629052,69365387,104000034,143129041,177597411,212431670,247181262,281868837,
143289,8654758,17350128,38998867,69321573,104021629,138701898,177562405,212433344,247139807,281882116,
143867,8662055,17333695,34675322,73738412,108420154,143144607,173263293,208045219,247113161,281907296,
142304,8657891,17321909,34652234,69339718,104034785,143114972,177593608,212481341,247118710,286265986,
142793,8663107,17321288,34642871,69361757,108451418,138721861,173233177,212463158,247120058,281882972,
142827,8660606,17313816,34648539,69378993,104038191,143101102,177573278,212403459,247169644,281954615,
142655,8663900,17357881,34654403,73765247,104010140,138769992,177565135,212357194,247177495,281917203,
144081,8660147,17324080,34620442,69382404,108372602,143065989,173178766,212436134,242718939,281812598,
143838,8660825,17372147,34637246,69365987,104052065,138723433,177593710,208064327,247085674,281823221,
143103,8709592,17331304,39015320,73728180,108393869,143145631,177581275,212470121,247179170,281880769,
142635,8663507,17325657,34678825,69337283,104033541,138731444,173222302,212492724,247130569,281903401,
3823762,8656180,17330525,34629101,69365520,104057938,143119221,177582568,212417258,247138472,281902262,
143567,8665405,17336423,34670390,69393776,108401486,138707847,173237437,212362989,247084121,281815933,
145202,8660521,21690800,34686130,73746514,104026562,143057826,177681041,208104502,247109281,281866141,
143250,8658395,17339919,34670366,69348077,108424538,143083518,177571347,212483154,247156233,286316679,
143532,8650235,17360527,34670715,69351381,104056152,138739350,173194820,212492474,247180402,281888453,
143596,8652696,17332855,34657438,69353514,104035243,143107421,177638629,212461197,247112203,281897146,
143172,8660169,17315690,39001501,73732334,108453643,138742148,177606302,212471985,247087092,281863833,
143097,8666309,17321044,34633852,69373172,104017463,143143137,173202637,208008161,247069805,281851215,
143398,8657558,17345195,34668484,69339426,108364711,138743355,177627645,212500194,247162818,281883390,
144548,8667153,17330330,34648485,73739238,104043579,143114771,177589660,212428678,247174888,281912666,
143242,8659411,17343075,34636906,69340003,104007494,138694636,173207437,212433716,247150361,281820641,
142474,8685796,17328659,34637295,69376363,108398718,143059197,177556304,212400462,247098027,281890298,
144172,8658192,17320429,34645536,69377016,104050591,138686993,173251679,212441817,247085533,286272987,
142739,8665415,17327690,34625955,73744921,108427201,143167176,177534737,208003818,247148845,281899400,
143458,8660129,17331678,39015516,69399318,104070830,143093224,177604354,212424953,247192633,281838931,
142546,8659694,17340856,34641313,69380686,108421491,138727721,173198762,212442141,242790715,281860807,
143460,8660305,17316979,34631569,69368655,104037059,143137037,177600924,212501350,247136805,281910226,
142824,8668704,21732117,34633872,73732801,104001015,138693502,177578321,212429771,247165391,281896470,
142624,8662244,17313147,34665852,69373321,108456596,143070246,173198724,208048457,247125103,281865830,
143647,8660871,17332603,34630736,69378360,104053111,138694599,177622702,212435640,247136171,281816391,
142575,13066261,17323351,34671091,73731976,108402122,143073337,173240597,212458567,247139359,281886247,
143675,8667072,17334288,39028560,69332925,104037251,138682723,177598211,212402763,247116551,281916946,
143074,8656596,17366810,34638819,69377522,104032362,143128777,177596493,212434068,247118596,281803586,
143283,8664570,17335463,34614570,69348606,108397947,138731542,173207708,208058056,247097338,286232725,
3819033,8662099,17363391,34622339,73749337,104035020,143072040,177625054,212406945,247099326,281872913,
142841,8696990,17317160,34669521,69334486,108429258,138764985,177582243,212450194,247198726,281849777,
142519,8659845,17333725,34634031,69357949,104070330,143093418,173177685,212490183,247101738,281974990,
142510,8660604,17322593,34633804,69372482,104064111,143074961,177628606,212407374,247084148,281922613,
143619,8657926,17313838,34656543,73756346,108431212,138723799,177620793,208070581,247104536,281745060,
142941,8657481,17348495,38999610,69381276,104048462,143070070,173293983,212423315,247150495,281855803,
142940,8663496,17326481,34632292,69390064,108410519,138730531,177525143,212442380,247170677,281828962,
142540,8659306,17352366,34625773,73730105,104031150,143076220,173245962,212386587,247091558,281945142,
143435,8650246,21700380,34635778,69364943,103993353,138761685,177576879,212502780,247121607,281881644,
143155,8672098,17336537,34624096,69346185,108388659,143097564,177610758,212500847,247165451,281841930,
142743,8680358,17329410,34622012,69357666,104077172,138725959,173215231,208020377,247166838,286172590,
143727,8665258,17366447,34672419,73747906,108438111,143119282,177610098,212455959,242736376,281930134,
143027,8658065,17315460,34633635,69343100,104057184,138714603,177612726,212398211,247108432,281859748,
143047,8658532,17326830,39021761,69401951,104077675,143069614,173204756,212447315,247153760,281827944,
142495,8680799,17333555,34667167,69366279,108434890,143065054,177613735,212489487,247110319,281852598,
143872,8663845,17335556,34618238,73705797,104083195,138681167,173277713,208101120,247149794,281804564,
143821,8646261,17319525,34622352,69376861,108416256,143063635,177560923,212430999,247202621,281948019,
142472,8664533,17332523,34671938,69323058,104027428,138716452,177586662,212386193,247154198,281887302,
143342,8660598,17359213,34634585,73738955,104038174,143111787,173188276,212455218,247079672,281830135,
143834,8650615,17332682,34625191,69327660,108392459,138732780,177642758,212440125,247108781,281849539,
142839,8655374,17331863,34633802,69371025,103999150,143122675,177559723,208091966,247104937,281831186,
144061,8655841,17328512,39020045,69348106,108404606,138712429,173201429,212410419,247189044,286300909,
144459,8655148,17325969,34629166,73706676,104040998,143089201,177589311,212437476,247151717,281836341,
142501,8685628,21710222,34634597,69358916,104033450,138724151,173223410,212422666,247096952,281871291,
3823261,8661306,17312889,34619710,69379705,108436849,143082237,177591055,212425011,247127060,281853558,
143092,8668489,17359116,34630902,69373170,104048453,138739740,177599575,208035850,247189100,281869768,
143746,13041228,17321369,34630489,73776502,108421135,143095202,173289481,212461719,247143648,281882959,
142486,8658811,17326904,34626712,69380251,104056620,143079493,177643273,212375094,247189744,281911577,
142852,8696249,17326429,34668513,69362654,108431379,138738129,177571567,212429201,247106757,281817427,
142573,8653492,17331318,34648953,73757582,104030881,143144939,173186190,212394756,247083720,281822158,
143238,8663638,17327930,39031811,69376504,104026309,138710920,177573107,208103612,247159964,281988216,
143271,8656827,17330452,34663853,69414490,108412801,143063299,173204351,212417510,247185445,286246030,
142591,8661540,17367228,34627761,69361340,104001825,138693604,177553305,212400650,242808084,281875382,
142698,8659530,17332365,34637623,73761130,108431311,143073402,177551115,212483725,247150649,281818614,
142260,8657809,17317353,34644730,69373949,104062282,138727027,173195604,212437774,247081525,281823641,
143167,8665627,17335213,34638767,69331492,104024182,143114348,177614791,212437018,247175612,281886285,
143533,8662725,17327388,34669290,69399371,108389904,138733939,177586984,208055181,247169606,281941262,
143091,8705711,17321831,39018006,73695599,104061048,143137789,173252932,212401439,247154994,281774646,
142946,8663576,21724556,34678441,69378103,108432914,138698058,177559302,212469537,247099132,281847392,
144071,8660684,17328246,34624660,69355677,104034829,143090235,177589306,212501593,247100916,281919285,
143105,8657410,17317336,34648481,73717096,104043361,143079269,173174335,212396264,247192213,281869028,
144153,8695788,17323482,34645343,69368305,108414180,138739277,177591532,208045207,247153811,281879457,
143761,8662683,17327175,34623594,69340084,104014793,143110776,173246629,212453639,247140802,286207552,
143927,8664439,17332912,34640453,69341669,108420576,138755030,177593055,212409387,247142261,281868539,
143591,8660453,17329467,34660830,73747935,104001195,143113805,177617651,212423421,247091660,281850063,
142994,8667468,17350502,39024417,69363053,104031698,138724872,173213863,212450561,247201162,281937703,
143291,8661487,17328100,34629717,69367886,108447084,143098767,177564753,208049274,247158439,281863901,
