Run 1 Latency M[256],Run 2 Latency M[6400],Run 3 Latency M[12800],Run 4 Latency M[25600],Run 5 Latency M[51200],Run 6 Latency M[76800],Run 7 Latency M[102400],Run 8 Latency M[128000],Run 9 Latency M[153600],Run 10 Latency M[179200],Run 11 Latency M[204800],
553619,8481385,17082896,34260571,68584628,99687828,139974233,178702439,212906360,247274063,281556955,
561056,8477264,17190509,34271829,69930525,102704733,141645678,171682910,213067720,247272234,281598754,
552921,8429486,17107741,34758162,74482535,109915407,144397552,178367016,207959820,247256588,281779605,
544610,8539554,17163141,35352103,68658321,102911830,137287522,173281708,211751515,247304557,282244264,
4101241,8407051,17109671,35033630,68587841,104493770,144354931,176722417,211921084,247183631,281992580,
49207,8544408,17231344,39219818,70371040,108509221,137701971,178723462,212853580,247220571,282453055,
47565,4006405,17513703,34277050,73928284,103184006,143875919,172685955,212943920,242658626,286882693,
50017,8216058,17394146,34389062,68588432,109834259,138247328,177345734,208432636,246892593,281445297,
48207,8285777,17565429,34200394,69135340,102937766,143287662,178703304,211618573,246855939,281643198,
49373,8442215,17523543,34280398,70395421,104438428,138769555,171859600,211660450,246870411,281648138,
51382,8183911,17743176,35015863,73454207,108448291,142823583,178199881,212898335,247251187,281555548,
51765,8179181,17432959,35004216,68569111,103381970,139217880,173479863,213013490,246813151,281592509,
529092,8156347,22082233,35065650,69687390,109588062,142359468,176635524,212964647,247036978,281602899,
559667,8111669,17098000,39292894,74790099,102931656,139865416,178630017,207437161,246929788,282417530,
546316,8105028,17116376,34293590,68533496,104929834,141701809,172697713,211712423,247091342,282077400,
551183,8204572,17159532,34315443,68562997,108025243,144437525,177340547,212537066,247354831,282235295,
556436,8786815,17165326,34217403,70450534,103732404,137114360,178658712,212884555,247192480,286916818,
4047674,8072886,17113909,34322432,73955869,109304611,144393884,172193994,213077697,247339669,281501826,
49249,8400649,17150273,34941568,68621767,102845219,137792486,177899239,207972755,247195073,281618157,
48413,9176012,17122853,34779604,69386376,105224808,143804010,173718804,211551903,247400268,281629538,
49168,8705771,17149696,35163877,70214250,107813989,138370349,176398478,212216520,247306792,281594540,
46985,8143379,17468599,39460554,73353583,103850140,143207368,178662582,213032845,247302018,281571110,
49412,8280761,17550352,34273891,68591054,109115268,139036745,173326770,212879288,247293679,281620108,
48864,8296575,17595013,34296257,69752406,102889127,142593265,176628665,208555542,247229765,282143497,
49072,8472971,17512279,34271272,74682486,105112915,139220882,178676565,211639349,247230895,282203905,
49101,8651247,17685021,34254965,68560686,107880557,142357619,172582833,211833336,247324232,281946531,
319727,8386085,17406949,34802065,68598877,103950542,139731361,177458737,212669678,242304118,282404067,
383552,8673371,22073396,35070631,70243860,109107473,141811318,178663111,213025873,247022698,286515599,
382113,8738696,17105648,35390837,74157116,102840312,144438612,171690672,213040990,247312129,281665487,
383091,8916845,17285936,39102334,68600192,110060350,137343791,178356255,207591197,246517951,281511764,
379530,8630863,17019228,34265456,69062082,102840314,144210283,173583538,211683929,246990718,281603556,
384034,8907088,17181396,34264280,70398365,104464184,137986021,176433501,212371224,247003545,281586465,
388450,8601161,17078008,34274566,73505089,108535614,143563376,178684900,212906831,247060224,281547751,
379236,8925187,17096352,34301228,68597132,103138085,138588927,172722492,213020793,247007910,281881474,
3800928,8790115,17160646,34985908,70009179,109842173,142967766,177335010,207743030,247116536,282287365,
49268,8792804,17150318,34863845,74428933,102809929,139152858,178677807,211716581,247213760,282690168,
49105,8787958,17376683,35504985,68658898,104523975,142427673,171904031,212183253,247295552,281848350,
49079,8716444,17471782,39068054,68481008,108470815,139674938,178177046,212954655,247319805,286546202,
49535,8773622,17550182,34280431,70560810,103573749,141880550,173796695,213042933,247221808,281597909,
49762,13402041,17562620,34283333,73814958,109478640,144417897,176271209,208026576,247338958,281468765,
49608,8592235,17734842,34304809,68613864,102856891,137158335,178776951,211751377,247280681,281585741,
49398,8531488,17412833,34258118,69129431,105002088,144393994,173101517,211859607,247268012,281592974,
50982,8585495,22200316,35063939,70473860,107973984,137713008,176938783,212966428,247294302,281560394,
49708,8567101,17054872,35229924,73379855,103749636,143864240,178720435,212976901,247147439,281991282,
49267,8583266,17144912,34844425,68586784,109265095,138412205,172203952,212886446,247256476,282419939,
329837,8647743,17153146,39245663,69737151,102873204,143192242,177842377,207392759,247354339,282163564,
373068,8463632,17118560,34285875,74690177,105262474,138893687,173815534,211642151,242339072,282304448,
373515,8584008,17177664,34273297,68571640,107799516,142718851,176180013,212633360,247004476,286306562,
367454,8577133,17109196,34295640,68589172,103857642,139311600,178796897,212997506,246980041,281603125,
367020,8594081,17206944,34284593,70240142,109182276,142320714,173002650,213027458,246989545,281517600,
379108,8515222,17075596,35043916,74157866,102745386,139845524,176993042,207689887,246820093,281568477,
367143,8578633,17276254,35130504,68589575,105655802,141642813,178638093,211873866,246992511,281541455,
4017451,8644468,17436691,34905908,69240195,107444246,144463429,172120524,212149859,246964657,281614939,
50291,8593776,17698674,39316469,70362181,104135875,137260502,177953533,212921329,247044664,282007054,
48733,8482308,17441789,34291729,73398731,108822384,144357266,173749476,213104551,247005009,282347457,
49444,8692980,17659328,34287248,68561950,103125943,138074951,176325434,207948748,247350648,282105885,
49323,8465255,17519778,34222954,69912029,109889672,143477451,178649871,211792533,247221806,281894962,
49564,8658078,22210325,34320322,74528979,102807890,138285322,172860945,211932004,247311589,286975873,
49813,8602001,17158777,35047084,68675360,104495832,143309138,177206770,212862018,247355672,281587579,
49558,8732362,17117820,34933498,68444928,108504454,138913027,178622838,213021992,247179664,281609211,
51183,8741610,17158253,35073410,70607531,103162391,142648558,171958499,212988122,247361114,281487269,
50194,8802328,17115364,39333598,73779391,109881168,139567605,178129996,207161619,247307791,281611301,
50159,8897715,17163552,34289294,68606743,102826866,142018592,173548007,211777474,247284632,281582897,
50462,8675850,17146678,34285794,69373117,104553888,144483965,176477387,212665898,247239729,281901006,
294442,9140702,17114884,34256700,70419508,108415712,137077699,178692732,213022357,247244890,282217091,
267822,8465710,17233282,34294019,73208619,103458197,144440772,172913361,212936909,247259918,282135787,
262496,8818609,17159209,35148698,68614538,109583237,137467138,177172369,207729568,247343248,282412433,
268919,8665887,17550553,34866733,70046925,102866850,144103612,178612669,211553915,242383238,286686381,
266256,8771141,17483713,35178959,74394322,105016098,138047478,172217167,212430985,246906807,281481990,
259259,8843858,17559419,39200237,68587877,107955324,143578716,177854731,212958082,246846613,281611948,
272478,8754397,17627157,34288992,68658507,103723854,138684201,173813634,213068427,246974124,281613175,
265871,13243620,17597436,34285905,70463076,109235481,142779263,176261407,207931685,246951705,281569402,
278121,8650489,22184825,34277660,73820150,102870141,139303805,178644327,211777804,247042868,281641324,
278250,8559704,17157492,34284086,68622580,105238719,142353856,172745808,211987864,246849024,281763507,
3876090,8465035,17119396,34958501,69286322,107759933,139544382,177312095,212829161,246927322,282394266,
47165,8588109,17153030,35007792,70467055,103918879,142004969,178703532,213001363,247220116,282435808,
46747,8580713,17085641,35205046,73275336,109072043,144414879,171899050,208333619,247304340,282047173,
47053,8569588,17167538,39195882,68531769,102869400,137211664,178160577,211809506,247303451,286641235,
46810,8585757,17151875,34269544,69755919,105335130,144311214,173988108,211590255,247332030,281497336,
47215,8543082,17155935,34294478,74685993,107682410,138098841,176088217,213055683,247207541,281628155,
48810,8578730,17104347,34271032,68564881,103969944,143610463,178686844,212874108,247329009,281536110,
48289,8605688,17267395,34326619,68625227,109086745,138515901,172997961,213022245,247337090,281618862,
49450,8618102,17429451,34905947,70249571,102787491,142942157,177103511,207151229,247237419,281549126,
48654,8594946,17748817,35126579,74151938,105361235,139125462,178641452,211869192,247196789,281835030,
46790,8522124,17540645,34940469,68551741,107740404,142459451,172289377,212601425,247258917,282530596,
50187,8587374,17540850,39372076,69135201,103894566,139593390,177758089,213057856,247321046,281980131,
46811,8499899,17660342,34299283,70405245,109080637,141996476,173848609,213030283,242550925,282361163,
47104,8644224,22107182,34288116,73537374,102829197,144458370,176228105,207378987,246833968,286545300,
46822,8477888,17174814,34269617,68568489,110058476,137109239,178731396,211813373,246961475,281634852,
47505,8647537,17166281,34282351,69677943,102862187,144402421,172856921,212295666,247103914,281475478,
124108,8755864,17085992,35045202,74733664,104522703,137836963,177205147,213061941,246832656,281653787,
279549,8805065,17218425,35031931,68587203,108484332,143771406,178593216,213030320,247007448,281594665,
278451,8882646,17047602,34900132,68556934,103144149,138106065,172576297,207719717,246864423,281572955,
277974,8624559,17173129,39384586,70143700,109855761,143480285,177423250,211752769,247037974,281846167,
276084,8753193,17112668,34287032,74288924,102879927,138850873,178697133,212190615,247006489,282589606,
277079,9104593,17215275,34288835,68633971,104448667,142729434,171687356,212937958,247323564,281944948,
279944,8669558,17054564,34274184,68794916,108503807,139503353,178358341,213066889,247164312,282200534,
276033,8702598,17628207,34299068,70546289,103128310,141999568,173266886,208267608,247273207,286612129,
278053,8872059,17661480,34918774,73607192,109868961,144444703,176768407,211550990,247304915,281578421,
278385,8558931,17362416,35177216,68589037,102834201,137145904,178691189,211876821,247253887,281581776,
3798525,8912078,17659575,35095277,69425546,105041783,144422072,172577642,213047567,247317865,281622745,
46798,13411592,17428655,39193179,75013652,107932129,137409396,177444508,212846344,247191618,281568950,
49015,8553445,22370005,34284802,68512056,103909912,144154113,178690820,212959032,247302736,281606142,
47967,8620411,17123851,34282285,68606480,109160390,138110860,171637692,207055792,247297196,281549397,
47260,8602364,17174986,34280448,70301170,102854318,143617047,178403086,211707829,247267160,282427005,
46710,8499081,17161125,34361634,74107869,105020728,138474108,173299095,212909417,247299110,282189537,
47979,8589954,17118219,35079655,68576256,107937869,143098645,176725738,213001803,242576798,282238514,
47342,8527903,17191414,35131021,68800835,103687664,138962291,178704116,212988345,246830672,286793074,
47876,8620756,17106742,39861845,70593106,109295751,142496827,172726151,207626356,246750270,281596494,
48501,8525883,17165140,34221870,73562594,102903470,139470845,177239861,211615796,247009790,281583297,
47844,8641033,17100539,34271210,68587551,105136708,142141508,178689101,212406245,246841291,281576483,
50747,8477124,17162766,34314672,69471429,107859701,144444401,171998442,212963786,247110955,281639029,
48461,8639668,17556717,34275075,74937230,103990474,137165112,178093222,213011883,246975672,281620497,
48258,8615627,17327462,34373134,68583674,109079604,144433564,173614226,207677980,247001879,281627080,
47805,8568122,17679619,34986335,68565115,102879582,137423656,176458479,211862899,247154149,282435729,
48661,8535178,17507969,35168558,70192232,105483778,144119184,178649920,212167739,247140695,282058911,
194712,8516190,17568531,39839980,74233720,107477443,137962738,172702335,212854071,247320603,282153191,
274722,8650360,17565093,34259560,68598110,104196496,143611002,177363893,213080259,247268341,282262937,
276959,8510101,22125191,34271635,69111134,108802756,138737493,178677285,207971266,247361293,286421540,
275807,8608254,17055408,34301051,70542961,102902337,142772440,171943325,211800017,247199408,281559771,
279930,8519103,17146703,34263395,73361813,110069804,139099216,178151345,211856527,247300846,281504794,
275798,8802190,17178287,34414233,68538100,102871828,142436289,173658502,212960571,247295846,281623733,
279412,8698137,17086978,35046264,69698045,104188610,139763866,176357025,212987711,247288496,281591152,
274821,8955586,17154329,34987808,74723774,108779538,141774729,178738433,212888573,247220312,281579968,
279907,8681353,17138260,35122504,68571423,103162004,144477162,172769071,207440153,247226362,282126022,
3971883,8777410,17133183,39086938,68551657,109856573,137147403,177186887,211669753,247337596,282362392,
48380,8830248,17142844,34269570,70160686,102808476,144383632,178722121,212580180,242567089,282235634,
47896,8803548,17312491,34268807,74302449,104573200,137798581,171974563,212992394,246854995,282144797,
47154,8818880,17596661,34287376,68589375,108444940,143759618,178068241,213028356,247083753,286354780,
48401,8949492,17557501,34355181,68833810,103405866,138236943,173841891,207650283,246876467,281604086,
48345,8610602,17680487,35213612,70556770,109590794,143333046,176180278,211634231,246814802,281673756,
47337,8864486,17658445,35330348,73596992,102861175,139029589,178648637,212354542,247019949,281500924,
46910,8709854,17548106,39550778,68511555,104810148,142548136,172961365,212917594,247127197,281548147,
47107,13179838,21933660,34266699,69692795,108101230,139377349,177075710,213056793,246753142,281654655,
49024,8641834,17151128,34270873,74728754,103419103,142203902,178680628,208037777,247204146,282142746,
48869,8513111,17186027,34257180,68589326,109585502,144452814,172202708,211477729,247177005,282500345,
47619,8599407,17078375,34278173,68589679,102838923,137142627,177893941,212103653,247291099,281760731,
47809,8523904,17174504,34582741,70434660,104855025,144429154,173794393,212931626,247356350,282420127,
48273,8572101,17096653,34951212,73966195,108163234,137476105,176313610,212979652,247204720,286568832,
48991,8584890,17147514,35190211,68585554,103731917,144150228,178687093,208343310,247368502,281505270,
47837,8582989,17110925,39672765,69064577,109293336,137939868,172983712,211535689,247231955,281578253,
49274,8577233,17149579,34285778,70337288,102862939,143747276,177050584,211886334,247320942,281592998,
234273,8526709,17540168,34269486,73582444,105097911,138500440,178691582,213021592,247320989,281633984,
277104,8659960,17545904,34271116,68518860,107899337,143037978,172127826,212888380,247247582,281539718,
275793,8505460,17576571,34273025,69660193,103856615,138780686,177939973,213002636,247181068,281664773,
279227,8613962,17565410,34493512,74810421,109103746,142783721,173762092,207431576,247320103,281961104,
277736,8559641,17479442,34977573,68566486,102903428,139538220,176386523,211642192,242271849,282450633,
281776,8582217,17657535,35143980,68546416,136365266,142037394,178645415,212629171,247045308,282028217,
275149,8566541,21942935,39775944,70155292,94052046,144465372,173324625,213040172,247025148,282228161,
271020,8501616,17094182,34302261,74291535,102371205,137137617,176675211,213020656,246817763,286502162,
266337,8530576,17114283,34279292,68570327,103019886,144426746,178726154,207430522,246975401,281637366,
4009992,8584015,17155224,34237902,68917420,103340088,137380853,172445492,211698930,246971304,281467171,
48350,8871118,17151665,34286826,70664481,102329283,144179117,177575317,212464178,247057675,281604894,
49758,8746838,17116209,34415638,73457282,100648620,138067347,178654858,212987323,246898183,281575051,
47108,8813247,17150517,35049922,68532683,104150344,143570566,171569353,213030515,246986132,281593318,
46916,8919313,17222824,35201210,69657384,108559990,138417163,178485836,207721863,247261974,282039589,
48805,8642303,17075480,39767065,74793862,103101069,143093521,173449322,211710922,247313035,282135640,
47366,8814422,17531260,34241738,68597603,109834324,139222427,176614620,212164203,247321204,282546872,
48096,8790439,17592308,34257652,68554127,102862039,142330625,178645569,212994563,247212629,282097854,
48989,8742218,17492626,34257289,70150303,104734144,139566589,172656750,213023195,247399792,286408931,
50339,8737421,17794783,34294924,74279508,108260948,142032024,177381455,208144017,247298196,281685215,
48549,8958177,17389351,34432564,68618401,103171926,144435853,178640717,211652845,247280357,281600746,
47008,8646995,22327641,35504992,68768089,109874592,137169067,171935738,211936787,247270032,281527495,
48673,13447738,17118710,35200338,70475915,102796092,144432480,178164850,212964811,247254667,281581110,
49457,8532088,17166403,39231171,73771936,104934968,137464471,173641065,212934609,247283541,281663310,
50103,8582339,17164721,34264083,68518594,108121747,144068071,176490478,208334657,242400732,282129856,
49148,8677061,17115796,34275533,69635050,103522403,138271748,178609292,211810225,247034440,282333937,
48059,8478727,17183612,34314665,74819406,109462255,143314598,172708093,211830040,246755707,282484875,
173077,8578242,17097536,34262259,68570617,102865278,138751705,177350078,212694108,246951661,286658513,
275615,8530331,17158677,34586559,68543572,105424543,142783837,178678777,212956039,246843642,281612587,
278248,8573498,17151708,35107590,70231050,107575797,139442411,171999052,213028314,246954941,281595331,
277931,8582679,17124930,35123908,74232206,103631141,142236824,178107496,207628546,246747389,281510113,
274507,8575574,17597327,39517914,68613931,109386315,139813557,173582309,211555042,247367132,281599518,
277756,8535972,17409413,34267945,68883854,102874901,141643001,176430251,212430650,247153273,281607382,
278917,8567222,17704683,34313930,70333834,105061026,144460384,178616886,212987775,247283225,281531293,
275749,8574966,17628006,34251274,73806059,108006204,137397447,172743031,213083872,247335488,281562186,
273978,8510020,17472336,34268131,68499441,103821672,144163495,177329723,207901099,247224376,282052147,
3974412,8585280,22302131,34768827,69348336,109128361,137930200,178675929,211629835,247393484,282267716,
46916,8578466,17112712,35305766,70223317,102889273,143703090,172292405,212160499,247208370,282223688,
47299,8576340,17157351,34733007,73442300,110252480,138900150,177790338,212856812,247302249,287123714,
49863,8939913,17115777,39564359,68545979,102735803,142651434,173853827,213000421,247267517,281566866,
47319,8344152,17159629,34267214,69947731,104065370,139232902,176186177,212996934,247266503,281490546,
50427,8524134,17140439,34278711,74505290,109046576,142383412,178673152,207183027,247393935,281643844,
50040,8686752,17123529,34264238,68645910,102771211,139614790,173263627,211697230,242408443,281612370,
46758,8894350,17145850,34270214,68691986,110208771,141960777,176761884,212751368,247054223,281562101,
51056,8852716,17232608,34628924,70424348,102811059,144401402,178713017,213080120,246865955,281687281,
47451,8570035,17045510,35335353,73915705,104347643,137173606,172406535,213076944,246812157,282220551,
47698,8819108,17515916,34878251,68481469,108682245,144401398,177657841,207609287,246988804,282394093,
47462,8865169,17407497,39537579,69535562,102915518,137749182,178664571,211632751,246818504,282390862,
48963,8810439,17605339,34264333,70263257,110066412,143892325,171358469,212350180,246854511,286461004,
49388,8639824,17514573,34306767,73271177,102839039,138197185,178678298,213034354,247152301,281661980,
49708,8834072,17634533,34270030,68527486,104597228,143389672,173351071,212994448,247349445,281615590,
48807,8851919,17790095,34281760,70047386,108350544,138792244,176714934,207930911,247205967,281497506,
50761,13677310,21829968,34742595,74388365,103115401,142782997,178667818,211680911,247287623,281551339,
217997,4076904,17113796,35102594,68579769,109989564,139385898,172855492,212080730,247374717,281610523,
276310,13017631,17300155,35073701,68571542,102685292,142200682,177147195,212912263,247218347,282092686,
278254,8651537,17002657,39453604,70430554,104583101,139643998,178700130,212996566,247318854,282286659,
274280,8566854,17184108,34269648,73980772,108457903,141986824,172257780,208270316,247286950,282231375,
279840,8471237,17083220,34289473,68559823,103384264,144430700,177796206,211813059,247243374,286974760,
275866,8589523,17114748,34243833,69085907,109549452,137387310,173740126,211707320,247252477,281613676,
276228,8584609,17159843,34331558,70249796,102962079,144173630,176353861,212900812,247268784,281656708,
277523,8585970,17172150,34893587,73720079,104891822,138101244,178630942,212956573,247339318,281682226,
281307,8525886,17397105,35235420,68580938,107988391,143503072,172849451,212969332,242384645,281525715,
3906985,8584448,17484986,34794929,69719644,103489408,138559452,177235993,207170019,246927833,281575880,
47133,8578716,17703195,39433866,74701949,109494372,143014623,178634187,211835636,247054210,281574475,
47217,8573808,17424667,34339630,68588229,102856813,139129791,172518750,212734983,247064825,282030212,
46883,8567154,17687660,34275593,68526524,105130738,142423541,177553665,212919026,246766926,282742803,
47691,8654530,17461795,34265249,70288120,107866555,139614246,173797156,213034814,246953197,281774448,
47521,8508930,22174834,34282442,74171291,103695588,141973943,176410190,207672492,246898158,282220988,
48908,8588500,17055717,35042988,68567600,109291371,144438434,178685988,211914341,246886454,286404449,
48080,8500251,17144195,34943802,68962004,102896213,137152452,172924103,212191035,247378911,281630836,
49240,8583491,17165643,35235782,70365910,105710438,144392031,177031653,212928346,247211786,281652740,
48497,8544432,17109718,39211486,73663196,107236331,137862550,178670987,213059092,247269878,281537613,
49182,8684719,17171319,34279761,68528439,104095433,143785337,172452308,208010544,247358733,281602074,
47414,8739960,17121636,34268103,69728420,109024247,138312396,177683186,211796906,247227355,281583870,
49059,8803581,17169674,34276674,74688607,102880283,143320245,178658893,211916259,247310679,282127779,
48785,8656758,17114698,34281344,68575111,105381543,139105783,171613516,212957709,247319572,282176771,
48996,8867125,17301488,35186769,68553456,107495870,142424839,178391057,212935163,247218946,282333628,
49257,8805084,17485539,34980736,70234022,104018374,139322034,173233546,212980697,247231309,287049112,
49483,8827380,17577575,35144055,74240709,109072500,142284325,176825931,207011027,247294256,281613293,
276754,8791653,17547168,39034792,68603083,102873559,144418388,178667029,211711754,247350405,281593486,
277068,8579127,17601508,34276472,69022338,110105356,137182648,172491976,212938352,242531675,281507130,
276873,8857855,17591666,34285528,70459984,102841978,144391583,177552095,213081370,247026667,281604669,
277149,8887923,22163455,34277634,73536998,104194777,137621690,178618921,213000528,246876360,281574954,
279666,8740861,17151008,34443995,68534553,108768736,143944460,171892212,207337365,247042636,281633844,
275384,13520675,17121984,35167458,69877492,103108724,137931432,178184154,211772253,246920255,281854615,
279591,8582925,17156187,35009850,74533013,109874099,143657592,173610255,212532615,247028235,282219311,
279893,8538297,17095769,39777649,68589161,102873084,138405163,176412810,212982019,246700044,282200044,
276848,8590475,17162666,34270130,68559400,104498422,143108632,178685668,213074032,246971708,282158151,
3808146,8481702,17158686,34267837,70261480,108536393,139138563,172993680,207643058,247082029,286891851,
47881,8576646,17147666,34280013,74198028,103681665,142413085,177032412,211633683,247294732,281488688,
46976,8591584,17189260,34283646,68571527,109289475,139634143,178669967,212376039,247267920,281623601,
47161,8526726,17288356,34385554,68810682,102911431,141944043,172270868,212934956,247277520,281669775,
47666,8579359,17328822,35078910,70413932,105052475,144437023,177765608,213012170,247354460,281531982,
47702,8638676,17666219,35231160,73774310,107883730,137125676,178746792,208050630,247284430,281496208,
49491,8622549,17643538,39736130,68580333,103944045,144383318,171617023,211740295,247292608,281581485,
47730,8512034,17520419,34237687,69614268,109145959,137863929,178407417,211911177,247289751,282216421,
49788,8595499,17618534,34267787,74810641,102827690,143707217,173225197,212897780,247212213,282482542,
49634,8561013,22148476,34284482,68566852,104995246,138476889,176783644,213027406,247265078,282072727,
49760,8565600,17150782,34204770,68548445,108034760,143103943,178689207,213005981,247288017,287024053,
46974,8468165,17117049,34274550,70177185,103505620,139101381,172653352,207216233,247319422,281516986,
48571,8656956,17162343,35537738,74264950,109507770,142449915,177381703,211846187,242463896,281629625,
48015,8538537,17156038,34766179,68574957,102841833,139585676,178644196,212621896,246738847,281616994,
50383,8584198,17120226,39857529,69051751,105046457,141964367,172159474,213040959,247165718,281556525,
62945,8837153,17151096,34269598,70274382,107982991,144394902,177949153,213010717,247157801,281573598,
280834,8634728,17106166,34262304,73684246,104027533,137150680,174002242,207537948,246740826,281540861,
276882,8729520,17162235,34298317,68537914,109066541,144427277,176116307,211684803,246790463,281718976,
278851,8806774,17279924,34269765,69409467,102772410,137547892,178649864,212435997,247306850,282303248,
278272,8792255,17429057,34387162,74996626,105399051,144076619,172755579,212925426,246718005,282162255,
277691,8978206,17676672,35016358,68530898,107587712,138036446,177327799,213090993,247042094,282158746,
283036,8491136,17379292,35285320,68587976,104035009,143575246,178672253,207932056,247252661,282591518,
276401,8801885,17659884,39666075,70017320,109025703,138631244,172285276,211674937,247304898,286149021,
279127,8855358,17592956,34269609,74389570,102885864,142930480,177792138,212098150,247337720,281519100,
276590,8690895,22229186,34276088,68657053,110051172,139336271,173919117,212933177,247266861,281544592,
3934448,8851172,17156021,34268878,68717271,102893489,142218278,176159519,213046113,247313831,281649861,
47675,9020646,17119800,34294852,70305828,104211562,139740628,178729721,208014185,247350632,281527679,
50251,13137170,17169208,34368970,74005453,108775935,141849148,172873135,211774867,247219623,281616366,
49578,8577824,17115185,34982511,68535881,102994288,144419875,177183560,211890099,247308660,281763848,
49121,8577720,17157727,35169871,69354075,109982691,137208086,178654734,212896652,247251604,281980823,
50417,8586982,17150060,35148972,75091794,102864857,144513662,172397698,212977664,247194733,282309057,
51426,8524974,17107981,39005274,68549550,104646273,137660676,177620046,208547664,247259925,282430797,
50014,8579843,17232085,34272828,68609022,108293951,143789300,174109275,211614824,247329189,286869067,
47253,8581048,17179988,34268379,70028237,103186052,138271513,175977817,211618640,242372028,281469719,
49509,8584874,17456849,34274037,74411762,109863408,143360987,178640533,212916460,246976351,281725334,
50038,8525038,17698333,34325231,68629359,102920606,138544158,173032760,213077505,246843527,281525380,
50575,8585853,17429413,35154515,68782630,104787249,143044705,176978273,212888104,247026384,281556477,
49793,8567882,17728170,35200591,70339816,108117934,139335517,178698524,207385893,247086334,281721283,
49474,8572773,17286507,39726125,73905033,103452867,142281063,172552122,211967703,246845840,281530842,
50845,8637900,22423723,34307848,68495818,109559267,139675174,177470196,212370060,247009236,281907968,
50432,8476635,17124664,34233129,69374093,102850182,141860608,178693077,212968001,246939833,282005547,
121905,8583785,17158210,34246896,75035098,104940745,144411357,171626513,213037235,247129276,282376973,
277142,8575513,17194343,34273772,68545836,108054818,137155123,178386090,207621956,247355841,282158146,
275780,8583478,17083870,34484915,68601073,103687358,144414465,173296890,211876324,247227606,286790272,
289571,8655456,17170923,35517216,69946783,109311121,137943154,176836927,212127089,247302345,281566886,
276031,8559272,17085174,34588225,74457296,102858650,143684599,178587568,212972870,247360626,281591868,
279815,8799937,17147335,39798109,68613791,105344607,138478266,172790741,213022810,247257174,281636549,
275160,8834403,17095972,34270843,68931097,107669263,143099983,177281479,208020929,247354434,281570345,
